-1	1018	28	33	1	0
22	1018	20	69	8	0
18	1020	23	33	10	0
19	1010	24	35	6	0
-1	1009	25	34	4	0
10	1009	21	35	6	0
16	1012	24	54	5	0
-2	1017	21	62	7	0
12	1000	30	57	2	0
9	1013	21	33	12	0
22	1014	29	42	0	0
6	1002	26	40	2	0
5	1014	27	46	5	0
21	1016	22	41	2	0
15	1013	24	47	12	0
6	1006	22	59	10	0
6	1020	25	54	14	0
10	1002	23	46	7	0
6	1016	27	61	15	0
15	1011	29	60	3	0
24	1008	26	44	14	0
10	1006	24	55	3	0
9	1004	29	33	0	0
22	1002	20	45	11	0
16	1005	21	40	6	0
3	1003	25	40	14	0
3	1016	27	51	2	0
23	1014	23	57	0	0
7	1003	27	41	13	0
2	1010	28	35	8	0
15	1007	28	57	9	0
9	1017	26	43	9	0
24	1009	24	57	2	0
22	1010	21	52	9	0
9	1009	25	46	1	0
1	1016	28	55	15	0
-2	1005	22	63	4	0
18	1019	23	66	13	0
7	1018	25	62	0	0
-2	1007	28	66	1	0
20	1004	23	70	7	0
11	1014	22	37	7	0
10	1006	24	42	7	0
19	1013	28	55	6	0
18	1020	28	39	12	0
3	1001	23	55	9	0
-2	1006	23	33	9	0
15	1002	24	42	15	0
17	1018	21	45	14	0
7	1019	22	50	0	0
22	1006	24	35	15	0
5	1002	22	62	15	0
6	1000	24	66	3	0
22	1008	30	54	12	0
0	1005	22	42	13	0
23	1000	28	48	0	0
15	1010	24	48	5	0
7	1006	29	32	12	0
2	1017	27	42	13	0
2	1003	22	33	12	0
9	1012	28	34	13	0
20	1017	23	69	10	0
13	1012	22	33	7	0
10	1003	27	55	11	0
-2	1015	26	59	9	0
-2	1001	21	70	15	0
2	1002	24	33	7	0
2	1004	25	56	13	0
10	1001	25	63	12	0
4	1014	24	33	13	0
-2	1016	28	70	3	0
3	1010	25	40	7	0
20	1006	23	40	14	0
13	1019	24	30	7	0
5	1001	20	70	6	0
7	1017	28	56	10	0
4	1020	26	48	13	0
14	1016	25	51	0	0
3	1008	29	50	1	0
18	1002	22	35	11	0
